,solID,perfQ,#changes,pas,reliability,usecase,brf_clone,brf_moc,brf_mcnn,brf_moncnn,maxeval,probpas,moncnn,moc,clone,mcnn,action1,action2,action3,action4,target1,target2,target3,target4
739,0.0,0.1761845106700217,5.49,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-verification,login,updateUser,container-sso
736,0.0,0.1761845106700217,5.49,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-verification,login,updateUser,container-sso
740,0.0,0.1761845106700217,5.49,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-verification,login,updateUser,container-sso
751,0.0,0.1761845106700217,5.49,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-verification,login,updateUser,container-sso
745,0.0,0.1761845106700217,5.49,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-verification,login,updateUser,container-sso
748,0.0,0.1761845106700217,5.49,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-verification,login,updateUser,container-sso
750,0.0,0.1761845106700217,5.49,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-verification,login,updateUser,container-sso
742,0.0,0.1761845106700217,5.49,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-verification,login,updateUser,container-sso
741,0.0,0.1761845106700217,5.49,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-verification,login,updateUser,container-sso
332,3106.0,0.1763708239676378,18.73,13.0,0.301284394,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,1.0,1.0,moncnn,mcnn,moc,clone,getByID,Rebook,login,container-admin-user
371,2981.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
383,4594.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
372,3000.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
370,2976.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
369,2949.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
376,3298.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
378,3745.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
373,3056.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
368,2934.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
375,3295.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
379,3766.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
380,4244.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
381,4248.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
382,4249.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
377,3307.0,0.1763829485850782,12.8,13.0,0.4243438500450429,train-ticket,1.23,1.64,1.45,1.80,102,0.55,0.0,1.0,2.0,1.0,clone,clone,mcnn,moc,container-sso,container-order-other,Admin-user,login
322,2925.0,0.1764182538263118,7.13,14.0,0.5539659100450429,train-ticket,1.23,1.64,1.45,1.80,102,0.80,1.0,1.0,2.0,0.0,clone,clone,moc,moncnn,continer-route-plan,container-order-other,login,updateUser
651,4954.0,0.176456516328052,5.49,14.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,0.0,3.0,0.0,clone,clone,moncnn,clone,container-verification,container-sso,updateUser,container-sso
645,4868.0,0.176456516328052,5.49,14.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,0.0,3.0,0.0,clone,clone,moncnn,clone,container-verification,container-sso,updateUser,container-sso
90,3820.0,0.1764705882352941,4.83,15.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,updateUser,login,container-order-other,container-order-other_cxxipsujpq
94,3879.0,0.1764705882352941,4.83,15.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,updateUser,login,container-order-other,container-order-other_cxxipsujpq
93,3878.0,0.1764705882352941,4.83,15.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,updateUser,login,container-order-other,container-order-other_cxxipsujpq
81,2527.0,0.1764705882352941,4.83,15.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,updateUser,login,container-order-other,container-order-other_cxxipsujpq
87,3785.0,0.1764705882352941,4.83,15.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,updateUser,login,container-order-other,container-order-other_cxxipsujpq
83,3744.0,0.1764705882352941,4.83,15.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,updateUser,login,container-order-other,container-order-other_cxxipsujpq
467,229.0,0.1764705882352941,5.49,14.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,72,0.55,1.0,0.0,3.0,0.0,clone,clone,moncnn,clone,container-sso,container-verification,updateUser,container-seat
82,3742.0,0.1764705882352941,4.83,15.0,0.7086863500450429,train-ticket,1.23,1.64,1.45,1.80,72,0.95,2.0,0.0,2.0,0.0,moncnn,moncnn,clone,clone,updateUser,login,container-order-other,container-order-other_cxxipsujpq
475,670.0,0.1764705882352941,6.06,14.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,72,0.55,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-sso,container-verification,updateUser,findAll
795,5956.0,0.1764705882352941,5.4,0.0,0.5497603900000001,train-ticket,1.23,1.64,1.45,1.80,82,0.00,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,getByID,New-Node_qvadcqdbwh,login,rebook
925,4982.0,0.1842058745628214,6.720000000000001,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-rebook,findAll,New-Node_wrhbbyxbwu,container-verification
914,4183.0,0.1842058745628214,6.720000000000001,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-rebook,findAll,New-Node_wrhbbyxbwu,container-verification
300,8262.0,0.1842478724742569,5.4,16.0,0.7593914205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,1.0,0.0,clone,moncnn,moncnn,moncnn,New-Node_iwhptyhidd,rebook,findAll,getByID
773,2556.0,0.1842478724742569,8.520000000000001,0.0,0.6580154205627285,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,container-order-other,findAll,container-rebook,rebook
775,2731.0,0.1842478724742569,8.520000000000001,0.0,0.6580154205627285,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,container-order-other,findAll,container-rebook,rebook
291,5997.0,0.1842478724742569,5.4,16.0,0.7593914205627286,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,1.0,0.0,clone,moncnn,moncnn,moncnn,New-Node_iwhptyhidd,rebook,findAll,getByID
780,2751.0,0.1842478724742569,8.520000000000001,0.0,0.6580154205627285,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,container-order-other,findAll,container-rebook,rebook
959,7947.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
957,7826.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
948,6062.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
944,5834.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
950,7639.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
951,7641.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
953,7648.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
954,7653.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
947,5962.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
955,7656.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
945,5949.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
958,7946.0,0.1882544738120103,13.94,16.0,0.5234761315459473,train-ticket,1.23,1.64,1.45,1.80,102,0.95,2.0,1.0,0.0,1.0,moc,moncnn,moncnn,mcnn,getByID,rebook,verify,Sso
660,887.0,0.190323254412408,5.9,13.0,0.6507929353409903,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-sso,updateUser,container-login,verify
658,860.0,0.190323254412408,5.9,13.0,0.6507929353409903,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-sso,updateUser,container-login,verify
858,216.0,0.1972530286640917,6.59,0.0,0.6579247506077714,train-ticket,1.23,1.64,1.45,1.80,72,0.00,0.0,0.0,3.0,1.0,clone,clone,mcnn,clone,container-login,container-sso,Ticket-info,container-verification
862,1032.0,0.1972530286640917,6.59,0.0,0.6579247506077714,train-ticket,1.23,1.64,1.45,1.80,72,0.00,0.0,0.0,3.0,1.0,clone,clone,mcnn,clone,container-login,container-sso,Ticket-info,container-verification
851,118.0,0.1972530286640917,6.59,0.0,0.6579247506077714,train-ticket,1.23,1.64,1.45,1.80,72,0.00,0.0,0.0,3.0,1.0,clone,clone,mcnn,clone,container-login,container-sso,Ticket-info,container-verification
49,1055.0,0.1972532718900164,5.49,14.0,0.5280368505627285,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-sso,getByID,container-seat,container-login
53,1438.0,0.1972532718900164,5.49,14.0,0.5280368505627285,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-sso,getByID,container-seat,container-login
55,1453.0,0.1972532718900164,5.49,14.0,0.5280368505627285,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-sso,getByID,container-seat,container-login
59,1465.0,0.1972532718900164,5.49,14.0,0.5280368505627285,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-sso,getByID,container-seat,container-login
57,1461.0,0.1972532718900164,5.49,14.0,0.5280368505627285,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-sso,getByID,container-seat,container-login
56,1456.0,0.1972532718900164,5.49,14.0,0.5280368505627285,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-sso,getByID,container-seat,container-login
62,1472.0,0.1972532718900164,5.49,14.0,0.5280368505627285,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-sso,getByID,container-seat,container-login
85,3755.0,0.197294212658752,4.26,14.0,0.5790642900450429,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-sso,login,container-order-other,container-order-other_cxxipsujpq
306,71.0,0.197294212658752,12.3,16.0,0.44917639,train-ticket,1.23,1.64,1.45,1.80,102,0.80,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,New-Node_dsfzklaype,login,Sso,getByID
84,3748.0,0.197294212658752,4.26,14.0,0.5790642900450429,train-ticket,1.23,1.64,1.45,1.80,72,0.95,1.0,0.0,3.0,0.0,clone,moncnn,clone,clone,container-sso,login,container-order-other,container-order-other_cxxipsujpq
860,1028.0,0.197294212658752,7.16,0.0,0.5790642900450429,train-ticket,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,2.0,1.0,moncnn,clone,mcnn,clone,login,container-sso,Ticket-info,container-verification
319,489.0,0.197294212658752,12.3,16.0,0.44917639,train-ticket,1.23,1.64,1.45,1.80,102,0.80,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,New-Node_dsfzklaype,login,Sso,getByID
313,471.0,0.197294212658752,12.3,16.0,0.44917639,train-ticket,1.23,1.64,1.45,1.80,102,0.80,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,New-Node_dsfzklaype,login,Sso,getByID
782,2755.0,0.2028234934994502,7.04,0.0,0.61961479,train-ticket,1.23,1.64,1.45,1.80,82,0.00,3.0,1.0,0.0,0.0,moncnn,moncnn,moc,moncnn,rebook,generate,login,getByID
781,2754.0,0.2028234934994502,7.04,0.0,0.61961479,train-ticket,1.23,1.64,1.45,1.80,82,0.00,3.0,1.0,0.0,0.0,moncnn,moncnn,moc,moncnn,rebook,generate,login,getByID
768,2379.0,0.2028234934994502,7.04,0.0,0.61961479,train-ticket,1.23,1.64,1.45,1.80,82,0.00,3.0,1.0,0.0,0.0,moncnn,moncnn,moc,moncnn,rebook,generate,login,getByID
774,2557.0,0.2028234934994502,7.04,0.0,0.61961479,train-ticket,1.23,1.64,1.45,1.80,82,0.00,3.0,1.0,0.0,0.0,moncnn,moncnn,moc,moncnn,rebook,generate,login,getByID
771,2494.0,0.2028234934994502,7.04,0.0,0.61961479,train-ticket,1.23,1.64,1.45,1.80,82,0.00,3.0,1.0,0.0,0.0,moncnn,moncnn,moc,moncnn,rebook,generate,login,getByID
770,2450.0,0.2028234934994502,7.04,0.0,0.61961479,train-ticket,1.23,1.64,1.45,1.80,82,0.00,3.0,1.0,0.0,0.0,moncnn,moncnn,moc,moncnn,rebook,generate,login,getByID
592,4364.0,0.2070562816754345,8.61,15.0,0.4403882205627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,0.0,2.0,1.0,clone,clone,moncnn,mcnn,container-verification,container-login,findAll,Order-other
594,4616.0,0.2070562816754345,8.61,15.0,0.4403882205627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,0.0,2.0,1.0,clone,clone,moncnn,mcnn,container-verification,container-login,findAll,Order-other
606,6159.0,0.2070562816754345,8.61,15.0,0.4403882205627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,0.0,2.0,1.0,clone,clone,moncnn,mcnn,container-verification,container-login,findAll,Order-other
597,5282.0,0.2070562816754345,8.61,15.0,0.4403882205627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,0.0,2.0,1.0,clone,clone,moncnn,mcnn,container-verification,container-login,findAll,Order-other
605,6158.0,0.2070562816754345,8.61,15.0,0.4403882205627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,0.0,2.0,1.0,clone,clone,moncnn,mcnn,container-verification,container-login,findAll,Order-other
604,6154.0,0.2070562816754345,8.61,15.0,0.4403882205627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,0.0,2.0,1.0,clone,clone,moncnn,mcnn,container-verification,container-login,findAll,Order-other
595,5254.0,0.2070562816754345,8.61,15.0,0.4403882205627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,0.0,2.0,1.0,clone,clone,moncnn,mcnn,container-verification,container-login,findAll,Order-other
342,6106.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
350,6751.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
349,6750.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
347,6746.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
345,6117.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
344,6112.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
343,6108.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
341,6103.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
346,6745.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
339,6095.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
338,5929.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
337,5919.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
336,5873.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
340,6102.0,0.2074074047134187,9.62,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,1.0,0.0,2.0,1.0,clone,moncnn,clone,mcnn,container-rebook,modify,container-verification,Ticket-info
174,6877.0,0.2093590820645958,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-order-other,container-verification,updateUser,modify
170,6867.0,0.2093590820645958,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-order-other,container-verification,updateUser,modify
168,6760.0,0.2093590820645958,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-order-other,container-verification,updateUser,modify
167,6759.0,0.2093590820645958,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-order-other,container-verification,updateUser,modify
166,6758.0,0.2093590820645958,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-order-other,container-verification,updateUser,modify
164,6754.0,0.2093590820645958,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-order-other,container-verification,updateUser,modify
163,6262.0,0.2093590820645958,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-order-other,container-verification,updateUser,modify
162,6254.0,0.2093590820645958,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-order-other,container-verification,updateUser,modify
160,6147.0,0.2093590820645958,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.00,2.0,0.0,2.0,0.0,clone,clone,moncnn,moncnn,container-order-other,container-verification,updateUser,modify
547,165.0,0.2122716465002765,10.25,12.0,0.3015122505627285,train-ticket,1.23,1.64,1.45,1.80,82,0.55,0.0,1.0,3.0,0.0,moc,clone,clone,clone,getByID,container-sso,container-rebook,container-admin-user
556,536.0,0.2123155155559325,8.61,14.0,0.6579247506077714,train-ticket,1.23,1.64,1.45,1.80,82,0.55,0.0,0.0,4.0,0.0,clone,clone,clone,clone,New-Node_waczwcvulh,container-verification,container-rebook,container-admin-user
638,3162.0,0.2123593202942712,7.95,15.0,0.7875468106077714,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,container-rebook,container-verification,container-seat,updateUser
671,915.0,0.212362810669103,5.9,13.0,0.5304708486877285,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,rebook,container-station
666,901.0,0.212362810669103,5.9,13.0,0.5304708486877285,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,rebook,container-station
656,15.0,0.212362810669103,5.9,13.0,0.5304708486877285,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,rebook,container-station
668,907.0,0.212362810669103,5.9,13.0,0.5304708486877285,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,rebook,container-station
664,899.0,0.212362810669103,5.9,13.0,0.5304708486877285,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,rebook,container-station
661,890.0,0.212362810669103,5.9,13.0,0.5304708486877285,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,rebook,container-station
670,911.0,0.212362810669103,5.9,13.0,0.5304708486877285,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-order-other,updateUser,rebook,container-station
997,0.0,0.2123773521959568,14.670000000000002,15.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,72,0.95,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-rebook,findAll,Sso,updateUser
996,0.0,0.2123773521959568,14.670000000000002,15.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,72,0.95,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-rebook,findAll,Sso,updateUser
995,0.0,0.2123773521959568,14.670000000000002,15.0,0.8465975606077715,train-ticket,1.23,1.23,1.23,1.23,72,0.95,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,container-rebook,findAll,Sso,updateUser
