,solID,perfQ,#changes,pas,reliability,usecase,brf_clone,brf_moc,brf_mcnn,brf_moncnn,maxeval,probpas,moncnn,moc,clone,mcnn,action1,action2,action3,action4,target1,target2,target3,target4
450,4216.0,0.0473329102868178,4.67,13.0,0.6625327051064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,1.0,1.0,2.0,0.0,clone,clone,moc,moncnn,container-sso,container-sso_hfgihjfqzb,findAll,generate
449,4196.0,0.0473329102868178,4.67,13.0,0.6625327051064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,1.0,1.0,2.0,0.0,clone,clone,moc,moncnn,container-sso,container-sso_hfgihjfqzb,findAll,generate
451,4221.0,0.0473329102868178,4.67,13.0,0.6625327051064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,1.0,1.0,2.0,0.0,clone,clone,moc,moncnn,container-sso,container-sso_hfgihjfqzb,findAll,generate
453,4337.0,0.0473329102868178,4.67,13.0,0.6625327051064596,train-ticket,1.23,1.64,1.45,1.80,72,0.55,1.0,1.0,2.0,0.0,clone,clone,moc,moncnn,container-sso,container-sso_hfgihjfqzb,findAll,generate
682,0.0,0.0473356308482702,7.86,0.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,generate,Station,findAll
406,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
408,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
409,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
681,0.0,0.0473356308482702,7.86,0.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,generate,Station,findAll
683,0.0,0.0473356308482702,7.86,0.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,generate,Station,findAll
677,0.0,0.0473356308482702,7.86,0.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,generate,Station,findAll
676,0.0,0.0473356308482702,7.86,0.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,generate,Station,findAll
675,0.0,0.0473356308482702,7.86,0.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,generate,Station,findAll
410,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
673,0.0,0.0473356308482702,7.86,0.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,generate,Station,findAll
672,0.0,0.0473356308482702,7.86,0.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,generate,Station,findAll
687,0.0,0.0473356308482702,7.86,0.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,generate,Station,findAll
411,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
400,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
404,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
402,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
413,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
414,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
403,0.0,0.0473356308482702,7.86,15.0,0.8441122669064596,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,modify,findAll,Ticket-info,generate
508,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
502,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
506,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
500,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
497,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
503,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
509,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
505,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
507,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
504,0.0,0.0497587537062495,11.64,14.0,0.7189451088868394,train-ticket,1.23,1.23,1.23,1.23,102,0.95,1.0,1.0,1.0,1.0,clone,moncnn,moc,mcnn,container-rebook,updateUser,verify,Route-plan
1031,0.0,0.0511680244940098,3.03,16.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,1.0,1.0,moncnn,mcnn,clone,moc,updateUser,New-Component_nakyggsgqi,New-Node_lycgadztxp,modify
1036,0.0,0.0511680244940098,3.03,16.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,1.0,1.0,moncnn,mcnn,clone,moc,updateUser,New-Component_nakyggsgqi,New-Node_lycgadztxp,modify
270,0.0,0.0538151093544057,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.80,1.0,0.0,2.0,1.0,mcnn,clone,moncnn,clone,New-Component_sxwnpwcqtl,container-login,modify,container-verification
232,0.0,0.053815526221855,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,72,0.80,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,container-admin-user_bjoydtkgfp,container-login,container-order-other,modify
230,0.0,0.053815526221855,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,72,0.80,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,container-admin-user_bjoydtkgfp,container-login,container-order-other,modify
233,0.0,0.053815526221855,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,72,0.80,1.0,0.0,3.0,0.0,clone,clone,clone,moncnn,container-admin-user_bjoydtkgfp,container-login,container-order-other,modify
1021,0.0,0.0538712194134158,9.18,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,1.0,1.0,moc,mcnn,moncnn,clone,modify,Route-plan,modify,container-order-other
1006,0.0,0.0538712194134158,5.49,14.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,moc,mcnn,clone,moncnn,modify,Station,New-Node_ozbqwruanj,modify
1000,0.0,0.0538712194134158,5.49,14.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,moc,mcnn,clone,moncnn,modify,Station,New-Node_ozbqwruanj,modify
691,0.0,0.0538712194134158,6.06,0.0,0.6588074205627286,train-ticket,1.23,1.23,1.23,1.23,72,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,clone,moncnn,modify,Station,New-Node_iqwqzpfeyd,getByID
865,0.0,0.0538712194134158,6.06,15.0,0.709834860045043,train-ticket,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,1.0,1.0,clone,mcnn,moncnn,moncnn,continer-route-plan_vzsayfqcsq,Station,login,modify
393,0.0,0.0538712194134158,6.63,14.0,0.5791549600000001,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,1.0,0.0,0.0,moc,moncnn,moncnn,moncnn,modify,modify,rebook,login
397,0.0,0.0538712194134158,7.29,14.0,0.709834860045043,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,1.0,0.0,1.0,moc,moncnn,mcnn,moncnn,modify,modify,Ticket-info,login
398,0.0,0.0538712194134158,6.63,14.0,0.5791549600000001,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,1.0,0.0,0.0,moc,moncnn,moncnn,moncnn,modify,modify,rebook,login
399,0.0,0.0538712194134158,6.63,14.0,0.5791549600000001,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,1.0,0.0,0.0,moc,moncnn,moncnn,moncnn,modify,modify,rebook,login
895,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,0.0,2.0,2.0,0.0,clone,moc,clone,moc,container-login_obnovlalwi,modify,container-seat,modify
893,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
891,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
889,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
396,0.0,0.0538712194134158,6.63,14.0,0.5791549600000001,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,1.0,0.0,0.0,moc,moncnn,moncnn,moncnn,modify,modify,rebook,login
888,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
886,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
884,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
883,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
882,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
881,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
880,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
866,0.0,0.0538712194134158,7.29,14.0,0.709834860045043,train-ticket,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,0.0,1.0,moc,mcnn,moncnn,moncnn,modify,Station,login,modify
887,0.0,0.0538712194134158,4.26,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,82,0.55,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-login_obnovlalwi,modify,container-seat,modify
395,0.0,0.0538712194134158,5.4,15.0,0.5791549600000001,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,0.0,1.0,0.0,clone,moncnn,moncnn,moncnn,New-Node_kbwgvyknph,modify,rebook,login
388,0.0,0.0538712194134158,6.06,15.0,0.709834860045043,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,New-Node_bpkzttmrtz,modify,container-travel-plan,login
391,0.0,0.0538712194134158,6.63,14.0,0.5791549600000001,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,1.0,0.0,0.0,moc,moncnn,moncnn,moncnn,modify,modify,rebook,login
389,0.0,0.0538712194134158,7.29,14.0,0.709834860045043,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,1.0,0.0,1.0,moc,moncnn,mcnn,moncnn,modify,modify,Ticket-info,login
386,0.0,0.0538712194134158,6.63,14.0,0.5791549600000001,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,1.0,0.0,0.0,moc,moncnn,moncnn,moncnn,modify,modify,rebook,login
385,0.0,0.0538712194134158,6.06,15.0,0.709834860045043,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,0.0,2.0,0.0,clone,moncnn,clone,moncnn,New-Node_bpkzttmrtz,modify,container-travel-plan,login
384,0.0,0.0538712194134158,6.63,14.0,0.5791549600000001,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,1.0,0.0,0.0,moc,moncnn,moncnn,moncnn,modify,modify,rebook,login
392,0.0,0.0538712194134158,6.63,14.0,0.5791549600000001,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,1.0,0.0,0.0,moc,moncnn,moncnn,moncnn,modify,modify,rebook,login
964,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
973,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
971,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
970,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
969,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
968,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_ekacgzebmj,modify,updateUser,New-Node_inglobdmzr
967,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
966,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
965,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
975,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
960,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
961,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
962,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
974,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
963,0.0,0.0540172704377543,3.03,15.0,0.7915557606077714,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,1.0,1.0,mcnn,moc,moncnn,clone,New-Component_xaaouaqkru,modify,updateUser,New-Node_inglobdmzr
713,0.0,0.054477147355518,8.52,0.0,0.7881240269064597,train-ticket,1.23,1.23,1.23,1.23,72,0.00,2.0,1.0,1.0,0.0,moncnn,moc,moncnn,clone,updateUser,modify,generate,container-rebook
714,0.0,0.054477147355518,8.52,0.0,0.7881240269064597,train-ticket,1.23,1.23,1.23,1.23,72,0.00,2.0,1.0,1.0,0.0,moncnn,moc,moncnn,clone,updateUser,modify,generate,container-rebook
717,0.0,0.054477147355518,8.52,0.0,0.7881240269064597,train-ticket,1.23,1.23,1.23,1.23,72,0.00,2.0,1.0,1.0,0.0,moncnn,moc,moncnn,clone,updateUser,modify,generate,container-rebook
710,0.0,0.054477147355518,8.52,0.0,0.7881240269064597,train-ticket,1.23,1.23,1.23,1.23,72,0.00,2.0,1.0,1.0,0.0,moncnn,moc,moncnn,clone,updateUser,modify,generate,container-rebook
716,0.0,0.054477147355518,8.52,0.0,0.7881240269064597,train-ticket,1.23,1.23,1.23,1.23,72,0.00,2.0,1.0,1.0,0.0,moncnn,moc,moncnn,clone,updateUser,modify,generate,container-rebook
1035,0.0,0.0565734582855056,3.03,16.0,0.5297882781627286,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,1.0,1.0,moncnn,mcnn,clone,moc,rebook,New-Component_nakyggsgqi,New-Node_lycgadztxp,modify
1026,0.0,0.0565734582855056,3.03,16.0,0.5297882781627286,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,1.0,1.0,moncnn,mcnn,clone,moc,rebook,New-Component_nakyggsgqi,New-Node_lycgadztxp,modify
1024,0.0,0.0565734582855056,3.03,16.0,0.5297882781627286,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,1.0,1.0,moncnn,mcnn,clone,moc,rebook,New-Component_nakyggsgqi,New-Node_lycgadztxp,modify
1027,0.0,0.0565734582855056,3.03,16.0,0.5297882781627286,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,1.0,1.0,moncnn,mcnn,clone,moc,rebook,New-Component_nakyggsgqi,New-Node_lycgadztxp,modify
1032,0.0,0.0565734582855056,3.03,16.0,0.5297882781627286,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,1.0,1.0,moncnn,mcnn,clone,moc,rebook,New-Component_nakyggsgqi,New-Node_lycgadztxp,modify
1039,0.0,0.0565734582855056,3.03,16.0,0.5297882781627286,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,1.0,1.0,1.0,moncnn,mcnn,clone,moc,rebook,New-Component_nakyggsgqi,New-Node_lycgadztxp,modify
107,0.0,0.0567547488113669,4.26,0.0,0.5272448505627285,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,0.0,3.0,0.0,moncnn,clone,clone,clone,rebook,container-station,container-station_wwtwmzlluv,container-sso
1109,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1119,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1118,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1117,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1116,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1114,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1108,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1112,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1111,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1107,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1113,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1106,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1110,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1105,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
1104,0.0,0.0568888647700363,4.92,0.0,0.6579247506077714,train-ticket,1.23,1.23,1.23,1.23,82,0.00,0.0,0.0,4.0,0.0,clone,clone,clone,clone,container-rebook,container-sso,container-sso_xfsnozrjwv,container-sso_xfsnozrjwv_kuaweqfgto
419,0.0,0.056891966255379,7.29,15.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,0.0,2.0,0.0,moncnn,clone,moncnn,clone,modify,container-rebook,findAll,container-station_gdhqokjzaw
422,0.0,0.056891966255379,7.29,15.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,0.0,2.0,0.0,moncnn,clone,moncnn,clone,modify,container-rebook,findAll,container-station_gdhqokjzaw
431,0.0,0.056891966255379,7.29,15.0,0.8471106006077714,train-ticket,1.23,1.23,1.23,1.23,82,0.80,2.0,0.0,2.0,0.0,moncnn,clone,moncnn,clone,modify,container-rebook,findAll,container-station_gdhqokjzaw
235,0.0,0.0569085031584381,13.44,17.0,0.6580154205627285,train-ticket,1.23,1.23,1.23,1.23,72,0.80,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,rebook,modify,container-travel-plan,Sso
